PG.ProteinGroups	PG.Genes	PG.ProteinDescriptions	PG.UniProtIds	PG.ProteinNames	[1] HF230712_RN_GBM_MVs_normalBC8_3_5.htrms.PG.Quantity	[2] HF230712_RN_GBM_MVs_normalBC9_3_5.htrms.PG.Quantity	[3] HF230712_RN_GBM_MVs_normalBC10_3_5.htrms.PG.Quantity	[4] HF230712_RN_GBM_MVs_normalBC11_3_5.htrms.PG.Quantity	[5] HF230712_RN_GBM_MVs_normalBC12_3_5.htrms.PG.Quantity	[6] HF230712_RN_GBM_MVs_tumorH7_3_5.htrms.PG.Quantity	[7] HF230712_RN_GBM_MVs_tumorH8_3_5.htrms.PG.Quantity	[8] HF230712_RN_GBM_MVs_tumorH9_3_5.htrms.PG.Quantity	[9] HF230712_RN_GBM_MVs_tumorH10_3_5.htrms.PG.Quantity	[10] HF230712_RN_GBM_MVs_tumorH12_3_5.htrms.PG.Quantity	[1] HF230712_RN_GBM_MVs_normalBC8_3_5.htrms.PG.MS1Quantity	[2] HF230712_RN_GBM_MVs_normalBC9_3_5.htrms.PG.MS1Quantity	[3] HF230712_RN_GBM_MVs_normalBC10_3_5.htrms.PG.MS1Quantity	[4] HF230712_RN_GBM_MVs_normalBC11_3_5.htrms.PG.MS1Quantity	[5] HF230712_RN_GBM_MVs_normalBC12_3_5.htrms.PG.MS1Quantity	[6] HF230712_RN_GBM_MVs_tumorH7_3_5.htrms.PG.MS1Quantity	[7] HF230712_RN_GBM_MVs_tumorH8_3_5.htrms.PG.MS1Quantity	[8] HF230712_RN_GBM_MVs_tumorH9_3_5.htrms.PG.MS1Quantity	[9] HF230712_RN_GBM_MVs_tumorH10_3_5.htrms.PG.MS1Quantity	[10] HF230712_RN_GBM_MVs_tumorH12_3_5.htrms.PG.MS1Quantity	[1] HF230712_RN_GBM_MVs_normalBC8_3_5.htrms.PG.MS2Quantity	[2] HF230712_RN_GBM_MVs_normalBC9_3_5.htrms.PG.MS2Quantity	[3] HF230712_RN_GBM_MVs_normalBC10_3_5.htrms.PG.MS2Quantity	[4] HF230712_RN_GBM_MVs_normalBC11_3_5.htrms.PG.MS2Quantity	[5] HF230712_RN_GBM_MVs_normalBC12_3_5.htrms.PG.MS2Quantity	[6] HF230712_RN_GBM_MVs_tumorH7_3_5.htrms.PG.MS2Quantity	[7] HF230712_RN_GBM_MVs_tumorH8_3_5.htrms.PG.MS2Quantity	[8] HF230712_RN_GBM_MVs_tumorH9_3_5.htrms.PG.MS2Quantity	[9] HF230712_RN_GBM_MVs_tumorH10_3_5.htrms.PG.MS2Quantity	[10] HF230712_RN_GBM_MVs_tumorH12_3_5.htrms.PG.MS2Quantity
Q8NG11	TSPAN14	Tetraspanin-14	Q8NG11	TSN14_HUMAN	235422.796875	403179.78125	284042.03125	257756.546875	277428.75	164660.25	130506.8828125	257755.828125	113730.6796875	235988.84375	235422.796875	403179.78125	284042.03125	257756.546875	277428.75	164660.25	130506.8828125	257755.828125	113730.6796875	235988.84375	65318.09375	120235.0234375	87686.203125	76854.4765625	82156.734375	45562.296875	37366.546875	68831.3515625	41772.77734375	73068.8515625
Q8NHG7	SVIP	Small VCP/p97-interacting protein	Q8NHG7	SVIP_HUMAN	63968.19140625	108367.171875	84213.6171875	101478.203125	101078.6015625	255328.796875	165515.359375	265124.15625	304379.40625	118564.375	63968.19140625	108367.171875	84213.6171875	101478.203125	101078.6015625	255328.796875	165515.359375	265124.15625	304379.40625	118564.375	28715.638671875	54174.3359375	42976.97265625	43745.71875	41989.34765625	100622.90625	70162.25	113842.2421875	130606.859375	55355.88671875
Q8TBY9	CFAP251	Cilia- and flagella-associated protein 251	Q8TBY9	CF251_HUMAN	424822.46875	465952.625	398538.3125	612731.875	537766.875	1501732.75	1287233.25	1297800.375	1396945.25	512301.46875	424822.46875	465952.625	398538.3125	612731.875	537766.875	1501732.75	1287233.25	1297800.375	1396945.25	512301.46875	244999.90625	252617.78125	219770.140625	350415.0625	282928.21875	775217.5625	628086.25	636896.5625	675541.625	276091.125
Q8TC12	RDH11	Retinol dehydrogenase 11	Q8TC12	RDH11_HUMAN	33871.890625	15501.3857421875	21760.712890625	57781.953125	16354.8896484375	7894.81103515625	15444.2099609375	9479.6494140625	5749.1865234375	14261.712890625	33871.890625	15501.3857421875	21760.712890625	57781.953125	16354.8896484375	7894.81103515625	15444.2099609375	9479.6494140625	5749.1865234375	14261.712890625	15273.7275390625	3712.94604492188	7356.0634765625	18240.00390625	6251.53955078125	6877.39794921875	7286.2265625	3023.70654296875	1935.08520507813	7814.2255859375
Q8TD06	AGR3	Anterior gradient protein 3	Q8TD06	AGR3_HUMAN	19879.69140625	4141.0419921875	8523.0283203125	6027.8896484375	48118.296875	8738.9853515625	10794.3125	8492.28125	2761.42919921875	7580.298828125	19879.69140625	4141.0419921875	8523.0283203125	6027.8896484375	48118.296875	8738.9853515625	10794.3125	8492.28125	2761.42919921875	7580.298828125	8169.16552734375	1832.85827636719	3441.318359375	3273.19702148438	16231.822265625	3490.09350585938	4196.6103515625	3403.94750976563	4149.67138671875	3311.16235351563
Q8TD55	PLEKHO2	Pleckstrin homology domain-containing family O member 2	Q8TD55	PKHO2_HUMAN	56166.88671875	98345.5859375	46946.94140625	59460.33984375	37753.4453125	31732.310546875	30631.15234375	25665.962890625	8519.388671875	25752.6875	56166.88671875	98345.5859375	46946.94140625	59460.33984375	37753.4453125	31732.310546875	30631.15234375	25665.962890625	8519.388671875	25752.6875	22065.607421875	33935.01171875	16651.2578125	22761.138671875	13857.626953125	12070.150390625	14905.328125	11443.404296875	4456.0849609375	10175.412109375
Q8TF42	UBASH3B	Ubiquitin-associated and SH3 domain-containing protein B	Q8TF42	UBS3B_HUMAN	121853.5234375	74597.90625	107284.90625	103453.03125	81982.21875	27081.86328125	22000.224609375	3174.14794921875	7162.25048828125	19962.51171875	121853.5234375	74597.90625	107284.90625	103453.03125	81982.21875	27081.86328125	22000.224609375	3174.14794921875	7162.25048828125	19962.51171875	38320.44921875	21937.486328125	37670.671875	36053.0390625	27310.966796875	5815.2900390625	4448.16064453125	1314.79016113281	2674.90673828125	9194.5927734375
Q8WUM4	PDCD6IP	Programmed cell death 6-interacting protein	Q8WUM4	PDC6I_HUMAN	336987.3125	276172.25	195071	257136.234375	290816.03125	313287.625	172408.515625	292270.9375	191950.5	263476.3125	336987.3125	276172.25	195071	257136.234375	290816.03125	313287.625	172408.515625	292270.9375	191950.5	263476.3125	162052	137603.59375	109151.40625	130998.2265625	142483.078125	161981.828125	95184.0625	162827.296875	109720.6015625	142184.375
Q8WUW1	BRK1	Protein BRICK1	Q8WUW1	BRK1_HUMAN	234064.296875	189442.6875	220189.796875	149993.25	168574.890625	70023.6484375	99275.5859375	61342.3046875	18636.619140625	55175.4765625	234064.296875	189442.6875	220189.796875	149993.25	168574.890625	70023.6484375	99275.5859375	61342.3046875	18636.619140625	55175.4765625	78151.21875	62757.7734375	77256.796875	50664.6875	51917.265625	18266.107421875	29313.1875	29608.908203125	15321.4658203125	26355.51171875
Q8WW52	FAM151A	Protein FAM151A	Q8WW52	F151A_HUMAN	23819.75	141569.046875	27083.080078125	14326.736328125	47899.87109375	271073.34375	338101.625	15718.7421875	24481.900390625	55375.6484375	23819.75	141569.046875	27083.080078125	14326.736328125	47899.87109375	271073.34375	338101.625	15718.7421875	24481.900390625	55375.6484375	9288.826171875	42930.69921875	9941.4462890625	5826.76416015625	13382.1806640625	96001.171875	112243.1328125	8735.384765625	9689.9921875	16663.408203125
Q8WWA1	TMEM40	Transmembrane protein 40	Q8WWA1	TMM40_HUMAN	14964.3896484375	39956.01953125	3643.31372070313	11497.259765625	2256.92309570313	3620.30419921875	7043.81396484375	5541.62548828125	6700.69140625	4361.62744140625	14964.3896484375	39956.01953125	3643.31372070313	11497.259765625	2256.92309570313	3620.30419921875	7043.81396484375	5541.62548828125	6700.69140625	4361.62744140625	11408.45703125	10399.7958984375	6522.10498046875	8889.8095703125	4226.02978515625	5374.921875	4098.00537109375	2331.86547851563	4566.34326171875	3648.21704101563
Q8WWI5	SLC44A1	Choline transporter-like protein 1	Q8WWI5	CTL1_HUMAN	103955.109375	129858.265625	94824.6796875	105858.7578125	95860.40625	86287.96875	110559.2890625	94329.7265625	46838.41015625	82221.140625	103955.109375	129858.265625	94824.6796875	105858.7578125	95860.40625	86287.96875	110559.2890625	94329.7265625	46838.41015625	82221.140625	35903.51953125	41577.23046875	35969.02734375	40258.09765625	30590.208984375	34277.6640625	33354.15625	30504.966796875	18760.546875	34376.75
Q8WWZ8	OIT3	Oncoprotein-induced transcript 3 protein	Q8WWZ8	OIT3_HUMAN	70.4623947143555	9204.962890625	123880.5546875	4936.23193359375	36760.9921875	3082.74658203125	28974.0234375	6217.0185546875	27537.36328125	207657.671875	70.4623947143555	9204.962890625	123880.5546875	4936.23193359375	36760.9921875	3082.74658203125	28974.0234375	6217.0185546875	27537.36328125	207657.671875	21228.548828125	3329.77856445313	29220.1015625	1932.96435546875	18424.126953125	1281.68615722656	9839.47265625	22716.478515625	17933.130859375	72864.421875
Q8WXI7	MUC16	Mucin-16	Q8WXI7	MUC16_HUMAN	115348.7734375	50390.3046875	53083.5703125	115838.515625	64883.1171875	155642.109375	17997.3203125	131841.21875	36297.53515625	166863.703125	115348.7734375	50390.3046875	53083.5703125	115838.515625	64883.1171875	155642.109375	17997.3203125	131841.21875	36297.53515625	166863.703125	32915.11328125	12228.9765625	15431.0439453125	29138.607421875	18394.466796875	12619.880859375	8285.291015625	13909.61328125	11576.2041015625	39150.75
Q92187	ST8SIA4	CMP-N-acetylneuraminate-poly-alpha-2,8-sialyltransferase	Q92187	SIA8D_HUMAN	4356.20166015625	3787.009765625	7428.55322265625	6681.16845703125	7580.60693359375	11153.15234375	9154.751953125	11411.6103515625	143972.15625	9834.8369140625	4356.20166015625	3787.009765625	7428.55322265625	6681.16845703125	7580.60693359375	11153.15234375	9154.751953125	11411.6103515625	143972.15625	9834.8369140625	1682.79321289063	1633.75634765625	2664.06787109375	2444.22290039063	2729.05883789063	3868.3720703125	3378.31884765625	3926.81762695313	36450.1796875	3626.498046875
Q92508	PIEZO1	Piezo-type mechanosensitive ion channel component 1	Q92508	PIEZ1_HUMAN	7917.01708984375	12623.4951171875	4052.04858398438	18860.498046875	18408.943359375	44484.39453125	54301.1328125	68249.640625	91471.2734375	11930.65234375	7917.01708984375	12623.4951171875	4052.04858398438	18860.498046875	18408.943359375	44484.39453125	54301.1328125	68249.640625	91471.2734375	11930.65234375	5776.74267578125	6314.35302734375	3124.55834960938	10741.23828125	9536.224609375	27155.685546875	28536.802734375	45917.9453125	51613.3046875	10019.1279296875
Q92542	NCSTN	Nicastrin	Q92542	NICA_HUMAN	29180.2109375	82676.578125	53643.83203125	32741.43359375	47899.75390625	42216.72265625	51055.49609375	40165.22265625	59773.2578125	23879.740234375	29180.2109375	82676.578125	53643.83203125	32741.43359375	47899.75390625	42216.72265625	51055.49609375	40165.22265625	59773.2578125	23879.740234375	14660.380859375	27467.39453125	14946.6337890625	20166.9765625	21659.73046875	21237.552734375	21745.197265625	24578.41796875	30238.5625	14575.849609375
Q92556	ELMO1	Engulfment and cell motility protein 1	Q92556	ELMO1_HUMAN	39756.046875	41409.55859375	24171.771484375	40340.8671875	25905.697265625	22421.587890625	45175.8828125	22844.5390625	11528.3203125	22490.150390625	39756.046875	41409.55859375	24171.771484375	40340.8671875	25905.697265625	22421.587890625	45175.8828125	22844.5390625	11528.3203125	22490.150390625	17676.30078125	24483.337890625	16962.9609375	20268.5	18959.884765625	17868.556640625	22537.322265625	12638.083984375	10865.9326171875	10983.232421875
Q92608	DOCK2	Dedicator of cytokinesis protein 2	Q92608	DOCK2_HUMAN	10344.6015625	33797.65234375	20063.01953125	13454.3505859375	11046.1494140625	12221.5888671875	18046.73828125	9018.1044921875	4867.90966796875	5229.19140625	10344.6015625	33797.65234375	20063.01953125	13454.3505859375	11046.1494140625	12221.5888671875	18046.73828125	9018.1044921875	4867.90966796875	5229.19140625	5672.5810546875	16931.791015625	8593.630859375	6730.41943359375	4853.05419921875	6463.8349609375	9122.5732421875	4480.130859375	2711.24365234375	2751.35424804688
Q92686	NRGN	Neurogranin	Q92686	NEUG_HUMAN	104224.0625	56122.4609375	65833.6328125	117400.7265625	53479.90625	43784.69140625	39389.6953125	11048.55078125	13103.90234375	39884.109375	104224.0625	56122.4609375	65833.6328125	117400.7265625	53479.90625	43784.69140625	39389.6953125	11048.55078125	13103.90234375	39884.109375	18168.013671875	10673.4130859375	14132.919921875	15375.8310546875	7309.037109375	5899.939453125	8037.2255859375	3737.11743164063	2709.58178710938	7906.0693359375
Q92882	OSTF1	Osteoclast-stimulating factor 1	Q92882	OSTF1_HUMAN	164666.765625	212346.046875	253913.265625	196328.5625	131074.203125	98893.21875	105759.4609375	50648.3125	5045.02001953125	50105.0625	164666.765625	212346.046875	253913.265625	196328.5625	131074.203125	98893.21875	105759.4609375	50648.3125	5045.02001953125	50105.0625	66912.8515625	84924.546875	92889.2109375	68886.234375	54034.58203125	45822.7734375	72127.609375	40063.48046875	2055.59130859375	20750.751953125
Q92905	COPS5	COP9 signalosome complex subunit 5	Q92905	CSN5_HUMAN	62866.34375	47637.7578125	24525.080078125	78557.1953125	60375.92578125	125085.2421875	98447.6953125	129893.1328125	134556.96875	25649.5859375	62866.34375	47637.7578125	24525.080078125	78557.1953125	60375.92578125	125085.2421875	98447.6953125	129893.1328125	134556.96875	25649.5859375	9533.2939453125	7456.79296875	7013.94970703125	15421.7373046875	12662.8486328125	35496.5234375	25898.37890625	29420.375	35150.02734375	8313.783203125
Q92930	RAB8B	Ras-related protein Rab-8B	Q92930	RAB8B_HUMAN	212821.859375	385931.25	361919.46875	247877.28125	222014.6875	188483.3125	226471.40625	187545.765625	132116.890625	181048.265625	212821.859375	385931.25	361919.46875	247877.28125	222014.6875	188483.3125	226471.40625	187545.765625	132116.890625	181048.265625	54945.65234375	102501.5859375	86283.7421875	62298.953125	51819.76953125	45594.46484375	52370.03515625	47047.39453125	34790	45881.84375
Q92954	PRG4	Proteoglycan 4	Q92954	PRG4_HUMAN	23147.884765625	35694.3984375	3704.99267578125	14183.5234375	10696.3212890625	41585.8046875	21573.62890625	7013.640625	36181.375	65391.63671875	23147.884765625	35694.3984375	3704.99267578125	14183.5234375	10696.3212890625	41585.8046875	21573.62890625	7013.640625	36181.375	65391.63671875	24627.08203125	54697.671875	1504.77319335938	16813.994140625	17440.728515625	40084.28515625	35168.6953125	2626.40283203125	41695.40625	67991.515625
Q93008	USP9X	Probable ubiquitin carboxyl-terminal hydrolase FAF-X	Q93008	USP9X_HUMAN	11279.40234375	11016.34765625	15966.1044921875	23981.134765625	12690.8046875	41491.95703125	28004.556640625	41507.046875	33327.6015625	8563.3857421875	11279.40234375	11016.34765625	15966.1044921875	23981.134765625	12690.8046875	41491.95703125	28004.556640625	41507.046875	33327.6015625	8563.3857421875	9057.2578125	5707.83349609375	8288.326171875	9109.8466796875	4457.25341796875	10449.544921875	10966.0390625	15755.736328125	14054.7998046875	4085.1513671875
Q93033	CD101	Immunoglobulin superfamily member 2	Q93033	IGSF2_HUMAN	40368.0546875	66120.1171875	39498.65234375	44151.10546875	28377.4453125	53051.11328125	117610.5859375	32471.083984375	18442.384765625	16471.900390625	40368.0546875	66120.1171875	39498.65234375	44151.10546875	28377.4453125	53051.11328125	117610.5859375	32471.083984375	18442.384765625	16471.900390625	34330.9609375	44312.25	34516.4375	37232.49609375	25720.24609375	47309.9609375	96071.125	25342.05078125	13918.1123046875	13181.4599609375
Q93084	ATP2A3	Sarcoplasmic/endoplasmic reticulum calcium ATPase 3	Q93084	AT2A3_HUMAN	134723.296875	21380.056640625	100634.1640625	155093.453125	59175.46484375	55965.796875	62854.33203125	9370.888671875	13885.50390625	75310.5390625	134723.296875	21380.056640625	100634.1640625	155093.453125	59175.46484375	55965.796875	62854.33203125	9370.888671875	13885.50390625	75310.5390625	48685.08984375	18776.263671875	47371.734375	55405.51953125	27903.41015625	22196.767578125	26317.25390625	4086.48754882813	9992.3447265625	36768.59375
Q969P0	IGSF8	Immunoglobulin superfamily member 8	Q969P0	IGSF8_HUMAN	48058.97265625	112392.3203125	48974.94921875	63059.4375	103920.203125	63350.18359375	49886.73828125	46544.4765625	68069.21875	42601.79296875	48058.97265625	112392.3203125	48974.94921875	63059.4375	103920.203125	63350.18359375	49886.73828125	46544.4765625	68069.21875	42601.79296875	14710.26171875	49046.82421875	27917.4921875	17250.677734375	29747.818359375	12165.1572265625	12804.66015625	22005.26953125	5310.07080078125	26789.822265625
Q96BJ3	AIDA	Axin interactor, dorsalization-associated protein	Q96BJ3	AIDA_HUMAN	32120.41015625	51743.203125	31863.33984375	20322.498046875	28786.458984375	4087.26538085938	6346.36083984375	3971.88061523438	6244.22412109375	18828.349609375	32120.41015625	51743.203125	31863.33984375	20322.498046875	28786.458984375	4087.26538085938	6346.36083984375	3971.88061523438	6244.22412109375	18828.349609375	8293.966796875	15671.482421875	9901.5927734375	4954.85205078125	8186.0068359375	1639.42004394531	4046.69653320313	1598.95434570313	2899.5908203125	6302.60205078125
Q96C24	SYTL4	Synaptotagmin-like protein 4	Q96C24	SYTL4_HUMAN	134079.09375	55139.6015625	100436.140625	126991.8046875	86364.359375	51856.7265625	47761.05078125	62007.05859375	11919.96484375	90973.34375	134079.09375	55139.6015625	100436.140625	126991.8046875	86364.359375	51856.7265625	47761.05078125	62007.05859375	11919.96484375	90973.34375	57120.64453125	26743.017578125	52748.6328125	59871.1328125	46511.78125	21542.40234375	22944.244140625	22227.322265625	9401.4423828125	45258.8671875
Q96CX2	KCTD12	BTB/POZ domain-containing protein KCTD12	Q96CX2	KCD12_HUMAN	67130.546875	97215.484375	63081.05078125	47184.34375	55120.80078125	27763.599609375	25884.609375	38604.65234375	53390.03125	58648.5546875	67130.546875	97215.484375	63081.05078125	47184.34375	55120.80078125	27763.599609375	25884.609375	38604.65234375	53390.03125	58648.5546875	40164.67578125	47568.33984375	33925.20703125	34592.8359375	30623.771484375	21112.08203125	13546.0537109375	21686.17578125	33492.2109375	36412.55078125
Q96FJ2	DYNLL2	Dynein light chain 2, cytoplasmic	Q96FJ2	DYL2_HUMAN	166086.703125	95700.421875	125405.9765625	116694.65625	92835.15625	32168.478515625	40505.4609375	8068.49462890625	34004.2734375	35495.41796875	166086.703125	95700.421875	125405.9765625	116694.65625	92835.15625	32168.478515625	40505.4609375	8068.49462890625	34004.2734375	35495.41796875	23632.740234375	15747.2294921875	19653.048828125	19263.810546875	14585.673828125	6512.58837890625	8420.16796875	2856.37475585938	3826.21240234375	4529.103515625
Q96G03	PGM2	Phosphoglucomutase-2	Q96G03	PGM2_HUMAN	60718.0859375	21963.95703125	48903.49609375	47298.1015625	33554.0234375	9986.8671875	16992.001953125	11193.1875	13574.5224609375	12396.9111328125	60718.0859375	21963.95703125	48903.49609375	47298.1015625	33554.0234375	9986.8671875	16992.001953125	11193.1875	13574.5224609375	12396.9111328125	20709.810546875	11126.3017578125	18182.693359375	16401.814453125	12585.4140625	5921.01220703125	10892.232421875	4747.318359375	5944.81591796875	5764.083984375
Q96IX5	ATP5MK	ATP synthase membrane subunit K, mitochondrial	Q96IX5	ATPMK_HUMAN	12355.439453125	12414.623046875	5261.79052734375	9817.14453125	5409.12841796875	10314.8984375	4865.283203125	10023.705078125	7674.427734375	7889.32275390625	12355.439453125	12414.623046875	5261.79052734375	9817.14453125	5409.12841796875	10314.8984375	4865.283203125	10023.705078125	7674.427734375	7889.32275390625	5292.38134765625	4323.11376953125	2043.77197265625	5679.5224609375	2093.63061523438	3677.62158203125	2824.39331054688	3586.84716796875	2841.11206054688	2910.421875
Q96K76	USP47	Ubiquitin carboxyl-terminal hydrolase 47	Q96K76	UBP47_HUMAN	10872.98828125	8574.341796875	9965.1884765625	10922.6669921875	6275.94775390625	10822.728515625	8236.515625	5691.310546875	9443.6455078125	2536.50244140625	10872.98828125	8574.341796875	9965.1884765625	10922.6669921875	6275.94775390625	10822.728515625	8236.515625	5691.310546875	9443.6455078125	2536.50244140625	8353.3955078125	5959.919921875	6453.0400390625	4294.6005859375	2998.8125	3215.48291015625	2380.77978515625	3209.21899414063	1973.18005371094	717.565307617188
Q96KP4	CNDP2	Cytosolic non-specific dipeptidase	Q96KP4	CNDP2_HUMAN	98646.3359375	95933.0546875	111367.46875	68289.2578125	73405.5078125	37303.2421875	49428.70703125	28117.693359375	33583.93359375	14095.1005859375	98646.3359375	95933.0546875	111367.46875	68289.2578125	73405.5078125	37303.2421875	49428.70703125	28117.693359375	33583.93359375	14095.1005859375	43816.1953125	54218.703125	48211.3203125	35068.99609375	27783.314453125	19006.69921875	21423.748046875	13242.86328125	13807.703125	12306.4267578125
Q96P70	IPO9	Importin-9	Q96P70	IPO9_HUMAN	8346.263671875	8203.83984375	6632.01513671875	5280.91650390625	9048.1796875	15560.62109375	10803.1845703125	17103.619140625	15918.9423828125	14539.609375	8346.263671875	8203.83984375	6632.01513671875	5280.91650390625	9048.1796875	15560.62109375	10803.1845703125	17103.619140625	15918.9423828125	14539.609375	4299.73974609375	3177.7431640625	1991.96459960938	4830.84765625	3713.77465820313	13071.9365234375	7643.5703125	14813.099609375	11483.3232421875	7445.86962890625
Q96PD5	PGLYRP2	N-acetylmuramoyl-L-alanine amidase	Q96PD5	PGRP2_HUMAN	3484.83251953125	10046.7802734375	6036.62646484375	3305.71240234375	3420.59228515625	12795.5205078125	4673.8408203125	12013.4072265625	12289.3212890625	10814.6044921875	3484.83251953125	10046.7802734375	6036.62646484375	3305.71240234375	3420.59228515625	12795.5205078125	4673.8408203125	12013.4072265625	12289.3212890625	10814.6044921875	4978.0390625	10717.96484375	4274.013671875	2211.86938476563	4071.83520507813	9980.439453125	3781.94970703125	9850.7958984375	11138.9873046875	9894.8857421875
Q96PL5	ERMAP	Erythroid membrane-associated protein	Q96PL5	ERMAP_HUMAN	46253.56640625	98842.3515625	32036.65625	106020.4921875	127695.4609375	417601.84375	351650.0625	385866.4375	409772.8125	168341.21875	46253.56640625	98842.3515625	32036.65625	106020.4921875	127695.4609375	417601.84375	351650.0625	385866.4375	409772.8125	168341.21875	9955.7138671875	22584.115234375	9294.912109375	25885.642578125	29583.443359375	77981.7578125	66896.5859375	79040.328125	85024.0234375	40160.70703125
Q96QK1	VPS35	Vacuolar protein sorting-associated protein 35	Q96QK1	VPS35_HUMAN	14940.25390625	22735.1328125	16086.8857421875	22469.185546875	14274.0576171875	6703.7822265625	10652.3701171875	4376.69482421875	5497.5634765625	20304.978515625	14940.25390625	22735.1328125	16086.8857421875	22469.185546875	14274.0576171875	6703.7822265625	10652.3701171875	4376.69482421875	5497.5634765625	20304.978515625	6617.08203125	8208.810546875	8385.3154296875	13847.3642578125	18078.998046875	3387.66845703125	3507.3408203125	1547.71081542969	1850.56457519531	15191.73828125
Q96RD7	PANX1	Pannexin-1	Q96RD7	PANX1_HUMAN	60560.71484375	6728.19775390625	4960.205078125	62528.33984375	5099.09814453125	31373.529296875	13515.5244140625	10633.15625	10382.423828125	42128.35546875	60560.71484375	6728.19775390625	4960.205078125	62528.33984375	5099.09814453125	31373.529296875	13515.5244140625	10633.15625	10382.423828125	42128.35546875	7201.2333984375	2532.86840820313	1941.15515136719	11899.6083984375	1988.51025390625	6182.52734375	4655.8701171875	3776.46118164063	3698.62475585938	6411.8974609375
Q96RI0	F2RL3	Proteinase-activated receptor 4	Q96RI0	PAR4_HUMAN	25185.26171875	18383.068359375	23740.529296875	42901.52734375	20628.732421875	137059.03125	13453.66015625	9723.9287109375	6199.751953125	19728.939453125	25185.26171875	18383.068359375	23740.529296875	42901.52734375	20628.732421875	137059.03125	13453.66015625	9723.9287109375	6199.751953125	19728.939453125	11777.6435546875	8732.3095703125	14568.2890625	15238.9072265625	10962.2255859375	3491.8408203125	4336.015625	3493.04516601563	2358.3505859375	7837.93310546875
Q96RT1	ERBIN	Erbin	Q96RT1	ERBIN_HUMAN	133204.03125	146485.515625	110289.7734375	116791.46875	102744.0625	47229.76171875	61215.69140625	35001.734375	24643.951171875	39521.7734375	133204.03125	146485.515625	110289.7734375	116791.46875	102744.0625	47229.76171875	61215.69140625	35001.734375	24643.951171875	39521.7734375	89156.1328125	80253.0390625	71309.4609375	76469.921875	65414.609375	40019.13671875	40819.3203125	23243.34765625	21941.951171875	29606.205078125
Q96TA1	NIBAN2	Protein Niban 2	Q96TA1	NIBA2_HUMAN	8576.517578125	30754.16015625	16709.576171875	9076.9912109375	21372.8671875	11051.3125	6712.83935546875	11479.8095703125	14308.0029296875	20793.66796875	8576.517578125	30754.16015625	16709.576171875	9076.9912109375	21372.8671875	11051.3125	6712.83935546875	11479.8095703125	14308.0029296875	20793.66796875	5712.3974609375	15730.5263671875	11715.4541015625	7995.8740234375	10656.6953125	5816.25244140625	4680.1083984375	7513.74853515625	10305.8876953125	10165.73828125
Q99436	PSMB7	Proteasome subunit beta type-7	Q99436	PSB7_HUMAN	220718.15625	218170.296875	163772.109375	307207.71875	265615.53125	766831.9375	577023.25	922184.75	852404	279075.96875	220718.15625	218170.296875	163772.109375	307207.71875	265615.53125	766831.9375	577023.25	922184.75	852404	279075.96875	54550.05078125	51913.328125	35232.10546875	76607.8203125	65936.2265625	151447.09375	121391.1328125	193165.59375	189655.21875	63897.015625
Q99460	PSMD1	26S proteasome non-ATPase regulatory subunit 1	Q99460	PSMD1_HUMAN	28446.134765625	34263.140625	23388.76171875	48964.91015625	41295.67578125	149611.421875	98236.5703125	164620.671875	158319.453125	34594.9609375	28446.134765625	34263.140625	23388.76171875	48964.91015625	41295.67578125	149611.421875	98236.5703125	164620.671875	158319.453125	34594.9609375	8494.306640625	8543.8466796875	4332.11962890625	16060.1494140625	13494.6708984375	35036.4296875	30996.77734375	41879.92578125	39195.3671875	7999.18017578125
Q99497	PARK7	Parkinson disease protein 7	Q99497	PARK7_HUMAN	265642.9375	231534.671875	348672.53125	245176.28125	210038.84375	67457.5234375	97722.796875	58836.97265625	60744.5	91828.9609375	265642.9375	231534.671875	348672.53125	245176.28125	210038.84375	67457.5234375	97722.796875	58836.97265625	60744.5	91828.9609375	164403.09375	129118.9609375	179034.8125	159247.765625	111074.09375	50816.2421875	58374.99609375	45651.55859375	46846.0703125	59515.17578125
Q99536	VAT1	Synaptic vesicle membrane protein VAT-1 homolog	Q99536	VAT1_HUMAN	85296.640625	123456.390625	107507.609375	91902.328125	96636.25	45168.03515625	38980.83203125	32771.2265625	31250.373046875	30564.244140625	85296.640625	123456.390625	107507.609375	91902.328125	96636.25	45168.03515625	38980.83203125	32771.2265625	31250.373046875	30564.244140625	52406.796875	82534.6015625	64286.453125	51432.2578125	59530.84375	31674.3984375	26672.4375	28580.451171875	28371.365234375	31075.662109375
Q99584	S100A13	Protein S100-A13	Q99584	S10AD_HUMAN	37427.94140625	79083.25	54716.75	45335.9609375	54138.23046875	35637.8359375	11476.7890625	15337.2314453125	35351.5390625	33713.03125	37427.94140625	79083.25	54716.75	45335.9609375	54138.23046875	35637.8359375	11476.7890625	15337.2314453125	35351.5390625	33713.03125	28813.623046875	64112.7421875	39057.6953125	22709.423828125	27213.310546875	26099.310546875	14699.2978515625	17762.25	20804.35546875	31849.10546875
